T
NVD.DE
MSF.DE
APC.DE
AMZ.DE
ABEC.DE
ABEA.DE
FB2A.DE
1YD.DE
TSLA.VI
TL0.DE
BRYN.DE
CMC.DE
WMT.DE
LLY.DE
ORC.DE
3V64.DE
NFC.DE
M4I.DE
XONA.DE
CTO.DE
JNJ.DE
PRG.DE
SMSN.IL
SAP.DE
NCB.DE
HDI.DE
PTX.DE
SMSD.IL
4AB.DE
CCC3.DE
NOV.DE
GCP.DE
AHLA.DE
4I1.DE
CIS.DE
NWT.DE
TM5.DE
IBM.DE
UNH.DE
CHV.DE
FOO.DE
AMD.DE
ROG.SW
NESN.SW
DWD.DE
WDP.DE
AEC1.DE
LIN.DE
NOVN.SW
HBC1.DE
GOS.DE
ZEG.DE
MDO.DE
ABL.DE
ITU.DE
SIE.DE
6MK.DE
5UR.DE
SOBA.DE
PEP.DE
TII.DE
CAT1.DE
UT8.DE
PCE1.DE
HSBA.L
AZN.L
SHEL.L
DTE.DE
BAC.DE
BCO.DE
QCI.DE
TRVC.DE
AIR.DE
ALV.DE
AMG.DE
ITX.MC
ADB.DE
AP2.DE
639.DE
PFE.DE
DAP.DE
GIS.DE
DCO.DE
MTE.DE
BP-A.L
CTP2.DE
BP-B.L
ULVR.L
SAN.MC
MLB1.DE
KLA.DE
VX1.DE
YCP.DE
IBE.MC
2M6.DE
BHP.L
NKE.DE
BMT.DE
ABBN.SW
SYP.DE
LOM.DE
BNC.L
UBSG.SW
SRB.DE
CFR.SW
IES.DE
INL.DE
PHM7.DE
BRM.DE
RR.L
BATS.L
ENL.DE
RIO1.DE
1QZ.DE
RHM.DE
HHPD.IL
ZURN.SW
KTF.DE
UWS.DE
2FE.DE
ENR.DE
MUV2.DE
BBVA.MC
MMM.DE
REL.L
6Z1.DE
BPE5.DE
CVS.DE
12DA.DE
RIO.L
GDX.DE
BSP.DE
NTH.DE
CPA.DE
5Q5.DE
2PP.DE
BP.L
GS71.DE
NNGF.DE
NMM.DE
LTOD.IL
LSEG.L
FPMB.DE
BCY.DE
BA.L
LLD.DE
CABK.MC
GSK.L
SHL.DE
NG.L
DB1.DE
GUI.DE
MBG.DE
DBK.DE
IFX.DE
XGR2.DE
BARC.L
MRK.DE
BMW.VI
FDX.DE
BMW3.DE
CRH.L
ASG.DE
BMW.DE
LLOY.L
DHL.DE
3QD.DE
VOW3.DE
VOW.DE
8GM.DE
ENI.DE
DGE.L
CPG.L
SREN.SW
04Q.DE
EOAN.DE
III.L
DYH.DE
FLTR.L
LONN.SW
GLW.DE
NWG.L
FMC1.DE
EWL.DE
SQ3.DE
BAS.DE
KMY.DE
EXPN.L
P911.DE
ADS.DE
XVALO.MC
OPC.DE
GLEN.L
GIVN.SW
TGR.DE
HEI.DE
AENA.MC
SII.DE
RKT.L
ALC.SW
HOLN.SW
HLN.L
SIKA.SW
68V.DE
CCEP.L
ERT.DE
FERG.L
HNR1.DE
FER.MC
CBK.DE
SYY.DE
ABR0.DE
POH1.DE
TCO0.DE
DTG.DE
LISN.SW
AMS.MC
SCHN.SW
STAN.L
EBA.DE
SCMN.SW
EBS.VI
GALD.SW
PGHN.SW
TLX.DE
KHNZ.DE
XY6.DE
ELE.MC
BAYN.DE
ITB.DE
NGL0.DE
CCL.L
MS51.DE
TSCO.L
HEN.DE
HEN3.DE
RWE.DE
690D.DE
NTGY.MC
TEF.MC
XBBDC.MC
RYA.IR
GRM.DE
ERCB.DE
BEI.DE
KEL.DE
FRE.DE
AAL.L
IMB.L
NOA3.DE
VODI.DE
AWC.DE
VNA.DE
2HP.DE
PRU.L
SLHN.SW
HLAG.DE
CLNX.MC
AMRZ.SW
VER.VI
ADM.DE
MTX.DE
SSE.L
AHT.L
IAG.MC
KNIN.SW
GEBN.SW
VOD.L
7HP.DE
IPC.L
HMSB.DE
SDZ.SW
BT-A.L
AV.L
ANTO.L
SWR.L
CBHD.DE
IAG.L
2OY.DE
KIN2.DE
STMN.SW
F3A.DE
IDP.DE
SGSN.SW
VWSB.DE
HAL.DE
UN0.DE
ABF.L
OMV.VI
CON.DE
SAB.MC
NEM.DE
EMSN.SW
CCH.L
8TRA.DE
REP.MC
LGEN.L
ACS.MC
NXT.L
FME.DE
SOON.SW
HOT.DE
KBX.DE
SRT3.DE
1SI.DE
ILU.DE
IHG.L
SNAP.VI
CKI.L
SY1.DE
SMT.L
AIBG.L
HLMA.L
KAP.IL
SGE.L
HAG.DE
BIRG.L
LOGN.SW
1COV.DE
BAER.SW
FRES.L
INF.L
MAP.MC
BEAN.SW
0QF.DE
WISE.L
HELN.SW
BKT.MC
VACN.SW
PAH3.DE
EVD.DE
DWS.DE
ADM.L
SN.L
HLE.DE
VALT.L
G1A.DE
GAID.IL
RED.MC
BKW.SW
VIA.DE
SPSN.SW
DWNI.DE
SGRO.L
STR.VI
RTO.L
GS2C.DE
QIA.DE
LHA.DE
BALN.SW
ANA.MC
G24.DE
W8A.DE
BG.VI
RBI.VI
RAA.DE
EVK.DE
BCVN.SW
SVT.L
BNR.DE
SMIN.L
ANE.MC
BNZL.L
CNA.L
ITRK.L
UU.L
PSH.L
SQN.SW
ZAL.DE
AUTO.L
R3NK.DE
FHZN.SW
A1G.DE
MKS.L
MRO.L
PSON.L
WEIR.L
DPLM.L
VZN.SW
AAF.L
IDR.MC
UHR.SW
S32.L
HSBK.IL
185.DE
KGX.DE
DHER.DE
TKA.DE
PSPN.SW
TKA.VI
SBRY.L
MRL.MC
PHNX.L
GRF.MC
ACLN.SW
AVOL.SW
STJ.L
ANDR.VI
AG1.DE
ICG.L
FRA.DE
ENT.L
SDR.L
MNG.L
RMV.L
BTRW.L
IOS.DE
GCO.MC
LY0.DE
SIGN.SW
VIG.VI
WPP.L
ZEG.L
XCOP.MC
RRTL.DE
BEZ.L
FCIT.L
EDV.L
WTB.L
IMI.L
BAB.L
CTEC.L
GAW.L
FCC.MC
LEG.DE
BARN.SW
UNI.MC
MNDI.L
GF.SW
KGF.L
CDM1.DE
SUN.SW
ALW.L
BC8.DE
FPE.DE
FPE3.DE
FIE.DE
DCC.L
XNEO.MC
JD.L
BRBY.L
LMP.L
NDX1.DE
FLU.VI
AFX.DE
SPX.L
HWDN.L
SHA0.DE
PCT.L
LAND.L
VFP.DE
GALE.SW
KRN.DE
HIK.L
E0P.DE
BANB.SW
SFSN.SW
EVN.VI
ADEN.SW
HSX.L
UTDI.DE
FDR.MC
CRDA.L
TEMN.SW
BUCN.SW
VOE.VI
TW.L
DKSH.SW
EMMN.SW
NDA.DE
UTG.L
TUI1.DE
1SXP.DE
SXS.L
SFZN.SW
PSN.L
VONN.SW
EZJ.L
SIX2.DE
IGG.L
SPG.DE
LOG.MC
COL.MC
BLND.L
SIX3.DE
GIL.DE
JET2.L
UQA.VI
GBF.DE
INVP.L
FMV.DE
BBOX.L
BKG.L
WCH.DE
ABDN.L
ENG.MC
IDS.L
XEKT.MC
PUM.DE
AT1.DE
FNTN.DE
JUN3.DE
DOKA.SW
1U1.DE
WIE.VI
HCL.DE
ALSN.SW
FRAS.L
JGGI.L
SUNN.SW
GLB.L
VID.MC
BGEO.L
724.DE
3IN.L
SCT.L
JMAT.L
BWY.L
U6Z.DE
ITV.L
CMBN.SW
ALLN.SW
CIE.MC
SGKN.SW
FTK.DE
INCH.L
BPT.L
SDF.DE
BOSS.DE
HBR.L
SHC.L
ROVI.MC
CLN.SW
BME.L
UKW.L
SCYR.MC
CWK.L
NHH.MC
SAX.DE
QQ.L
ROR.L
RS1.L
VIS.MC
TBCG.L
ITH.L
EBRO.MC
RCP.L
ACX.MC
BBY.L
PHLL.L
ROO.L
TEG.DE
CPI.VI
MNKS.L
TATE.L
CTY.L
OCDO.L
DRX.L
DNLM.L
HICL.L
CCC.L
PLUS.L
BCHN.SW
PNN.L
HGT.L
BEKN.SW
BUR.L
TCAP.L
QLT.L
INPP.L
BTS.VI
AOF.DE
CAN.L
ALM.MC
CAI.VI
COTN.SW
HCM.L
DOC.VI
GGP.L
DLN.L
SZU.DE
IWG.L
OMU.L
RDC.DE
RSW.L
LXS.DE
TRIG.L
MGNS.L
SRP.L
AJB.L
KWS.DE
TECN.SW
EMG.L
POST.VI
OSB.L
SRAIL.SW
VTY.L
DAE.SW
CEC.DE
TEM.L
MVV1.DE
RAT.L
GYC.DE
ENO.MC
BYG.L
INRN.SW
CLDN.L
JAM.L
DMP.DE
GRE.MC
AIXA.DE
LAND.SW
MRC.L
PAG.L
SSON.L
BCG.L
BION.SW
DAR.L
CFT.SW
ENOG.L
GEST.MC
GFTU.L
GRG.L
HBH.DE
DIA.MC
MTO.L
MYI.L
CAF.MC
ATT.L
MAB.L
ELG.DE
SWON.SW
VOS.DE
TRE.MC
MEL.MC
PFD.L
FEV.L
IMC.MC
PLUN.DE
PSM.DE
GXI.DE
VH2.DE
AGR.L
ACT.DE
N91.L
DUE.DE
PNL.L
PSG.MC
GNS.L
TEP.L
WAC.DE
HOME.MC
MVC.MC
HILS.L
NB2.DE
GRI.L
CHG.L
SEPL.L
KSB.DE
PFV.DE
KSB3.DE
SAFE.L
MMK.VI
LRE.L
SSPG.L
TMV.DE
WWH.L
INDV.L
LDA.MC
DEQ.DE
YSN.DE
ONT.L
SRE.L
HHFA.DE
HMSO.L
JTC.L
PHM.MC
CURY.L
FAE.MC
PIN.L
HFG.DE
EUZ.DE
HOC.L
ALPH.L
OHB.DE
GPE.L
BHMG.L
SMWH.L
HYQ.DE
RLIA.MC
RHIM.L
JUST.L
PAL.VI
AWE.L
BREE.L
WAF.DE
LWDB.L
FCSS.L
FGT.L
HTWS.L
ISN.SW
NCH2.DE
SVS.L
GRKP.SW
EVT.DE
SENS.SW
SLR.MC
BNKR.L
COA.L
PHP.L
WUW.DE
ASL.L
FGP.L
TPK.L
AMS.SW
SEQI.L
BAKK.L
FAN.L
SRC.L
CASH.MC
OERL.SW
FORN.SW
IHP.L
MNTN.L
NXU.DE
VEIL.L
JMG.L
FSV.L
PTEC.L
SZG.DE
CRN.L
HRI.L
TRN.L
YOU.DE
PNE3.DE
DAL.L
JEN.DE
JFN.SW
TFGS.L
OXIG.L
WIZZ.L
FEVR.L
DOU.DE
MONY.L
PTSB.L
EDIN.L
